symbol,name,industry,sector,market_cap,exchange
JKCEMENT,J.K. Cement Limited,Building Materials,Basic Materials,357098979328,BSE
BEEYU,Beeyu Overseas Limited,Unknown,Unknown,59252884,BSE
YESBANK,Yes Bank Limited,Banks—Regional,Financial Services,702797512704,BSE
NECLIFE,Nectar Lifesciences Limited,Drug Manufacturers—Specialty & Generic,Healthcare,9385322496,BSE
MSPL,MSP Steel & Power Limited,Steel,Basic Materials,27733305344,BSE
SPLIL,SPL Industries Limited,Apparel Manufacturing,Consumer Cyclical,1763779968,BSE
KTKBANK,The Karnataka Bank Limited,Banks—Regional,Financial Services,90428768256,BSE
MCLEODRUSS,McLeod Russel India Limited,Packaged Foods,Consumer Defensive,3613133056,BSE
FACORALL,Facor Alloys Limited,Unknown,Unknown,1253456256,BSE
IDFC,IDFC Limited,Asset Management,Financial Services,178957762560,BSE
RML,Rane (Madras) Limited,Auto Parts,Consumer Cyclical,18748198912,BSE
HTMEDIA,HT Media Limited,Publishing,Communication Services,6115440128,BSE
SASKEN,Sasken Technologies Limited,Information Technology Services,Technology,22065016832,BSE
FCSSOFT,FCS Software Solutions Limited,Information Technology Services,Technology,6393716736,BSE
SUZLON,Suzlon Energy Limited,Specialty Industrial Machinery,Industrials,1088641433600,BSE
AURIONPRO,Aurionpro Solutions Limited,Software—Infrastructure,Technology,87094525952,BSE
RENUKA,Shree Renuka Sugars Limited,Confectioners,Consumer Defensive,114789466112,BSE
KMSUGAR,K.M. Sugar Mills Limited,Confectioners,Consumer Defensive,3836408320,BSE
BASML,Bannari Amman Spinning Mills Ltd,Textile Manufacturing,Consumer Cyclical,4018900992,BSE
PBAINFRA,PBA Infrastructure Limited,Unknown,Unknown,0,BSE
AIAENG,AIA Engineering Limited,Specialty Industrial Machinery,Industrials,406097756160,BSE
EKC,Everest Kanto Cylinder Limited,Specialty Industrial Machinery,Industrials,22929704960,BSE
KERNEX,Kernex Microsystems (India) Limited,Software—Application,Technology,12810047488,BSE
REPRO,Repro India Limited,Specialty Business Services,Industrials,8518331392,BSE
PVRINOX,PVR INOX Limited,Entertainment,Communication Services,161626161152,BSE
ASMS,Bartronics India Limited,Information Technology Services,Technology,6374796288,BSE
CELEBRITY,Celebrity Fashions Limited,Apparel Manufacturing,Consumer Cyclical,946682112,BSE
NITINSPIN,Nitin Spinners Limited,Textile Manufacturing,Consumer Cyclical,21363599360,BSE
ROHLTD,Royal Orchid Hotels Limited,Lodging,Consumer Cyclical,10012940288,BSE
ENIL,Entertainment Network (India) Limited,Broadcasting,Communication Services,10582829056,BSE
CELLA,Unknown,Unknown,Unknown,0,BSE
GSPL,Gujarat State Petronet Limited,Utilities—Regulated Gas,Utilities,243428851712,BSE
JAGRAN,Jagran Prakashan Limited,Publishing,Communication Services,20694542336,BSE
DYNPRO,Dynemic Products Limited,Specialty Chemicals,Basic Materials,4858872320,BSE
GVKPIL,GVK Power & Infrastructure Limited,Utilities—Independent Power Producers,Utilities,10312241152,BSE
SADBHAV,Sadbhav Engineering Limited,Engineering & Construction,Industrials,6018718720,BSE
RCOM,Reliance Communications Limited,Telecom Services,Communication Services,5625712640,BSE
SAKUMA,Sakuma Exports Limited,Farm Products,Consumer Defensive,8089434624,BSE
KEC,KEC International Limited,Engineering & Construction,Industrials,279536599040,BSE
GILLANDERS,Gillanders Arbuthnot and Company Limited,Farm Products,Consumer Defensive,1885378688,BSE
INDOTECH,Indo Tech Transformers Limited,Electrical Equipment & Parts,Industrials,19435130880,BSE
BLKASHYAP,B.L. Kashyap and Sons Limited,Engineering & Construction,Industrials,20776550400,BSE
M&MFIN,Mahindra & Mahindra Financial Services Limited,Credit Services,Financial Services,408222695424,BSE
NITCO,NITCO Limited,Building Products & Equipment,Industrials,5972920320,BSE
MPDL,Unknown,Unknown,Unknown,0,BSE
SOLARINDS,Solar Industries India Limited,Specialty Chemicals,Basic Materials,1044051329024,BSE
GALLANTT,Gallantt Ispat Limited,Steel,Basic Materials,87645323264,BSE
MALUPAPER,Malu Paper Mills Limited,Paper & Paper Products,Basic Materials,777558336,BSE
UTTAMSUGAR,Uttam Sugar Mills Limited,Confectioners,Consumer Defensive,14889113600,BSE
SGL,STL Global Limited,Textile Manufacturing,Consumer Cyclical,508698560,BSE
KKCL,Kewal Kiran Clothing Limited,Apparel Manufacturing,Consumer Cyclical,40595599360,BSE
SUNTV,Sun TV Network Limited,Broadcasting,Communication Services,334676688896,BSE
GPIL,Godawari Power & Ispat Limited,Steel,Basic Materials,138306863104,BSE
RSYSTEMS,R Systems International Limited,Information Technology Services,Technology,55720714240,BSE
EMKAY,Emkay Global Financial Services Limited,Capital Markets,Financial Services,5528230912,BSE
TCLCONS,Tantia Constructions Limited,Engineering & Construction,Industrials,6201549824,BSE
LOKESHMACH,Lokesh Machines Limited,Specialty Industrial Machinery,Industrials,6725436416,BSE
KAMDHENU,Kamdhenu Limited,Steel,Basic Materials,16777509888,BSE
PAUSHAKLTD,Paushak Limited,Unknown,Unknown,16977649664,BSE
GTNTEX,GTN Textiles Limited,Unknown,Unknown,154585840,BSE
INDICAP,Inditrade Capital Limited,Unknown,Unknown,344465600,BSE
PFOCUS,Prime Focus Limited,Entertainment,Communication Services,41432150016,BSE
ALLCARGO,Allcargo Logistics Limited,Integrated Freight & Logistics,Industrials,64765337600,BSE
GMRINFRA,GMR Airports Limited,Airports & Air Services,Industrials,991278858240,BSE
TECHM,Tech Mahindra Limited,Information Technology Services,Technology,1437348265984,BSE
CIEINDIA,CIE Automotive India Limited,Auto Parts,Consumer Cyclical,216008720384,BSE
VOLTAMP,Voltamp Transformers Limited,Electrical Equipment & Parts,Industrials,131123175424,BSE
ATLANTAA,Atlantaa Limited,Infrastructure Operations,Industrials,4734334976,BSE
HOVS,HOV Services Limited,Information Technology Services,Technology,1018809536,BSE
ACE,Action Construction Equipment Limited,Farm & Heavy Construction Machinery,Industrials,165509595136,BSE
GEECEE,GeeCee Ventures Limited,Real Estate—Development,Real Estate,8617711616,BSE
RICHAIND,Richa Industries Limited,Unknown,Unknown,44048400,BSE
GAYAPROJ,Gayatri Projects Limited,Engineering & Construction,Industrials,2044213120,BSE
FIEMIND,Fiem Industries Limited,Auto Parts,Consumer Cyclical,45555453952,BSE
JHS,JHS Svendgaard Laboratories Limited,Household & Personal Products,Consumer Defensive,2525317888,BSE
DCBBANK,DCB Bank Limited,Banks—Regional,Financial Services,38020603904,BSE
GLOBALVECT,Global Vectra Helicorp Limited,Airports & Air Services,Industrials,4652199936,BSE
INSPIRISYS,Inspirisys Solutions Limited,Information Technology Services,Technology,4627254272,BSE
GTLINFRA,GTL Infrastructure Limited,Communication Equipment,Technology,30608732160,BSE
SHIVAMAUTO,Shivam Autotech Limited,Auto Parts,Consumer Cyclical,5551323136,BSE
NAUKRI,Info Edge (India) Limited,Internet Content & Information,Communication Services,1060336369664,BSE
TORNTPOWER,Torrent Power Limited,Utilities—Independent Power Producers,Utilities,893274750976,BSE
PARSVNATH,Parsvnath Developers Limited,Real Estate—Development,Real Estate,8216216576,BSE
SUTLEJTEX,Sutlej Textiles and Industries Limited,Textile Manufacturing,Consumer Cyclical,11592540160,BSE
LTFOODS,LT Foods Limited,Packaged Foods,Consumer Defensive,138501865472,BSE
SOBHA,Sobha Limited,Real Estate—Development,Real Estate,189833854976,BSE
RUCHIRA,Ruchira Papers Limited,Paper & Paper Products,Basic Materials,3930586368,BSE
TANLA,Tanla Platforms Limited,Software—Application,Technology,121352527872,BSE
ZEEMEDIA,Zee Media Corporation Limited,Broadcasting,Communication Services,15660742656,BSE
SITINET,SITI Networks Limited,Entertainment,Communication Services,802289728,BSE
LUMAXTECH,Lumax Auto Technologies Limited,Auto Parts,Consumer Cyclical,39016873984,BSE
AUTOIND,Autoline Industries Limited,Auto Parts,Consumer Cyclical,5016512000,BSE
NETWORK18,Network18 Media & Investments Limited,Broadcasting,Communication Services,85923184640,BSE
HUBTOWN,Hubtown Limited,Real Estate—Development,Real Estate,41321177088,BSE
TV18BRDCST,TV18 Broadcast Limited,Broadcasting,Communication Services,76940484608,BSE
CTE,Cambridge Technology Enterprises Limited,Information Technology Services,Technology,2136838784,BSE
TIIL,Technocraft Industries (India) Limited,Tools & Accessories,Industrials,75203411968,BSE
REDINGTON,Redington Limited,Information Technology Services,Technology,145644503040,BSE
AICHAMP,AI Champdany Industries Limited,Unknown,Unknown,1335484800,BSE
CINELINE,Cineline India Limited,Entertainment,Communication Services,3969762304,BSE
PGIL,Pearl Global Industries Limited,Apparel Manufacturing,Consumer Cyclical,40725438464,BSE
FSL,Firstsource Solutions Limited,Information Technology Services,Technology,215293902848,BSE
PFC,Power Finance Corporation Limited,Credit Services,Financial Services,1630744477696,BSE
AHLUCONT,Ahluwalia Contracts (India) Limited,Engineering & Construction,Industrials,75695988736,BSE
TFL,Transwarranty Finance Limited,Mortgage Finance,Financial Services,1980052224,BSE
INDIANB,Indian Bank,Banks—Regional,Financial Services,709309104128,BSE
SMSPHARMA,SMS Pharmaceuticals Limited,Drug Manufacturers—General,Healthcare,31723337728,BSE
ORIENTALTL,Oriental Trimex Limited,Building Products & Equipment,Industrials,567518976,BSE
ELAND,E-Land Apparel Limited,Unknown,Unknown,647871744,BSE
IDEA,Vodafone Idea Limited,Telecom Services,Communication Services,709543985152,BSE
JAGJANANI,Jagjanani Textiles Limited,Unknown,Unknown,0,BSE
RAJTV,Raj Television Network Limited,Broadcasting,Communication Services,2531292416,BSE
PAGEIND,Page Industries Limited,Apparel Manufacturing,Consumer Cyclical,476032860160,BSE
AMDIND,AMD Industries Limited,Packaging & Containers,Consumer Cyclical,1378667904,BSE
LEHAR,Lehar Footwears Limited,Unknown,Unknown,2949833216,BSE
ASTRAL,Astral Limited,Building Products & Equipment,Industrials,530498027520,BSE
EMBDL,Equinox India Developments Limited,Real Estate—Development,Real Estate,80405880832,BSE
CAMLINFINE,Camlin Fine Sciences Limited,Specialty Chemicals,Basic Materials,17243611136,BSE
ICRA,ICRA Limited,Financial Data & Stock Exchanges,Financial Services,70217859072,BSE
DISHTV,Dish TV India Limited,Entertainment,Communication Services,27526836224,BSE
SAHYADRI,Sahyadri Industries Limited,Building Products & Equipment,Industrials,3853644800,BSE
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Chemicals,Basic Materials,12181858304,BSE
FORTIS,Fortis Healthcare Limited,Medical Care Facilities,Healthcare,464676651008,BSE
TGBHOTELS,TGB Banquets and Hotels Limited,Lodging,Consumer Cyclical,441346048,BSE
HILTON,Hilton Metal Forging Limited,Metal Fabrication,Industrials,1816880384,BSE
DELTACORP,Delta Corp Limited,Resorts & Casinos,Consumer Cyclical,34421964800,BSE
MICEL,Unknown,Electronic Components,Technology,24207245312,BSE
INSECTICID,Insecticides (India) Limited,Agricultural Inputs,Basic Materials,26340562944,BSE
ASAHISONG,Asahi Songwon Colors Limited,Specialty Chemicals,Basic Materials,5229435392,BSE
HARYNACAP,Haryana Capfin Limited,Unknown,Unknown,1808714112,BSE
TIMETECHNO,Time Technoplast Limited,Packaging & Containers,Consumer Cyclical,88332107776,BSE
HGS,Hinduja Global Solutions Limited,Specialty Business Services,Industrials,37876830208,BSE
NELCAST,Nelcast Limited,Metal Fabrication,Industrials,11884364800,BSE
V2RETAIL,V2 Retail Limited,Apparel Retail,Consumer Cyclical,46641938432,BSE
DLF,DLF Limited,Real Estate—Development,Real Estate,2262062071808,BSE
TARMAT,Tarmat Limited,Engineering & Construction,Industrials,1960393216,BSE
ANKITMETAL,Ankit Metal & Power Limited,Steel,Basic Materials,482596224,BSE
SPARC,Sun Pharma Advanced Research Company Limited,Drug Manufacturers—Specialty & Generic,Healthcare,70080520192,BSE
HDIL,Housing Development and Infrastructure Limited,Real Estate—Diversified,Real Estate,2185159168,BSE
ADSL,Allied Digital Services Limited,Information Technology Services,Technology,15457360896,BSE
ALPA,Alpa Laboratories Limited,Drug Manufacturers—Specialty & Generic,Healthcare,2846793216,BSE
SSLEL,Sir Shadi Lal Enterprises Limited,Unknown,Unknown,1943025024,BSE
OMAXE,Omaxe Limited,Real Estate—Development,Real Estate,20786698240,BSE
REFEX,Refex Industries Limited,Thermal Coal,Energy,65588318208,BSE
CENTRALBK,Central Bank of India,Banks—Regional,Financial Services,508963487744,BSE
SELMC,Unknown,Textile Manufacturing,Consumer Cyclical,1870785152,BSE
NTL,Neueon Towers Limited,Steel,Basic Materials,197905968,BSE
ASIANTILES,Asian Granito India Limited,Building Products & Equipment,Industrials,10818953216,BSE
KPRMILL,K.P.R. Mill Limited,Textile Manufacturing,Consumer Cyclical,327543291904,BSE
TAKE,TAKE Solutions Limited,Biotechnology,Healthcare,3260817152,BSE
PURVA,Puravankara Limited,Real Estate—Development,Real Estate,93816545280,BSE
MOTILALOFS,Motilal Oswal Financial Services Limited,Capital Markets,Financial Services,445009854464,BSE
VTMLTD,VTM Limited,Unknown,Unknown,2926960384,BSE
INDOWIND,Indowind Energy Limited,Utilities—Renewable,Utilities,2986918400,BSE
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,Capital Markets,Financial Services,353859168,BSE
MAGNUM,Magnum Ventures Limited,Paper & Paper Products,Basic Materials,3023235072,BSE
POWERGRID,Power Grid Corporation of India Limited,Utilities—Regulated Electric,Utilities,3263115558912,BSE
KSCL,Kaveri Seed Company Limited,Agricultural Inputs,Basic Materials,50370142208,BSE
PAISALO,Paisalo Digital Limited,Credit Services,Financial Services,54610059264,BSE
CCCL,Consolidated Construction Consortium Limited,Engineering & Construction,Industrials,10759796736,BSE
SUPREMEINF,Supreme Infrastructure India Limited,Engineering & Construction,Industrials,2639225600,BSE
MAANALU,Maan Aluminium Limited,Aluminum,Basic Materials,9721760768,BSE
IL&FSENGG,IL&FS Engineering and Construction Company Limited,Engineering & Construction,Industrials,5968628224,BSE
RELIGARE,Religare Enterprises Limited,Insurance—Life,Financial Services,96743407616,BSE
BVCL,Barak Valley Cements Limited,Building Materials,Basic Materials,1302121600,BSE
RATHIBAR,Rathi Bars Limited,Unknown,Unknown,813743872,BSE
ADANIPORTS,Adani Ports and Special Economic Zone Limited,Marine Shipping,Industrials,3168493633536,BSE
EDELWEISS,Edelweiss Financial Services Limited,Capital Markets,Financial Services,126488928256,BSE
RGL,Renaissance Global Limited,Luxury Goods,Consumer Cyclical,13016190976,BSE
KOLTEPATIL,Kolte-Patil Developers Limited,Real Estate—Development,Real Estate,30224044032,BSE
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Engineering & Construction,Industrials,345474848,BSE
JYOTHYLAB,Jyothy Labs Limited,Household & Personal Products,Consumer Defensive,201377415168,BSE
ECLERX,eClerx Services Limited,Information Technology Services,Technology,144633905152,BSE
TARIL,Transformers and Rectifiers (India) Limited,Electrical Equipment & Parts,Industrials,97816600576,BSE
BRIGADE,Brigade Enterprises Limited,Real Estate—Development,Real Estate,349667721216,BSE
BGRENERGY,BGR Energy Systems Limited,Engineering & Construction,Industrials,3535918336,BSE
BURNPUR,Burnpur Cement Limited,Building Materials,Basic Materials,598564544,BSE
MANAKSIA,Manaksia Limited,Metal Fabrication,Industrials,6920390144,BSE
PORWAL,Porwal Auto Components Limited,Unknown,Unknown,934539008,BSE
PPAP,PPAP Automotive Limited,Auto Parts,Consumer Cyclical,3061700864,BSE
ARIES,Aries Agro Limited,Agricultural Inputs,Basic Materials,3482551296,BSE
KUANTUM,Kuantum Papers Limited,Paper & Paper Products,Basic Materials,12107824128,BSE
RPOWER,Reliance Power Limited,Utilities—Independent Power Producers,Utilities,205267156992,BSE
JKIL,J. Kumar Infraprojects Limited,Engineering & Construction,Industrials,58985041920,BSE
CORDSCABLE,Cords Cable Industries Limited,Electrical Equipment & Parts,Industrials,2825370624,BSE
KNRCON,KNR Constructions Limited,Engineering & Construction,Industrials,95127740416,BSE
ONMOBILE,OnMobile Global Limited,Telecom Services,Communication Services,8830939136,BSE
SEPC,SEPC Limited,Engineering & Construction,Industrials,46393794560,BSE
BANG,Bang Overseas Limited,Apparel Manufacturing,Consumer Cyclical,735494400,BSE
IRB,IRB Infrastructure Developers Limited,Infrastructure Operations,Industrials,370553061376,BSE
GSS,GSS Infotech Limited,Information Technology Services,Technology,1938606848,BSE
NAHARCAP,Nahar Capital and Financial Services Limited,Capital Markets,Financial Services,5281751552,BSE
VGUARD,V-Guard Industries Limited,Electrical Equipment & Parts,Industrials,191847006208,BSE
RECLTD,REC Limited,Credit Services,Financial Services,1466308493312,BSE
GOKAKTEX,Gokak Textiles Limited,Unknown,Unknown,1431473024,BSE
DHANI,Dhani Services Limited,Credit Services,Financial Services,30898866176,BSE
TITAGARH,Titagarh Rail Systems Limited,Railroads,Industrials,160093716480,BSE
KIRIINDUS,Kiri Industries Limited,Specialty Chemicals,Basic Materials,18717329408,BSE
BIRLAMONEY,Aditya Birla Money Limited,Capital Markets,Financial Services,8552667648,BSE
TELOGICA,Unknown,Unknown,Unknown,0,BSE
JAIBALAJI,Jai Balaji Industries Limited,Steel,Basic Materials,200886583296,BSE
BAJAJ-AUTO,Bajaj Auto Limited,Auto Manufacturers,Consumer Cyclical,3404091359232,BSE
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Conglomerates,Financial Services,3146761371648,BSE
GOKUL,Gokul Refoils & Solvent Limited,Packaged Foods,Consumer Defensive,5274452992,BSE
RPGLIFE,RPG Life Sciences Limited,Drug Manufacturers—Specialty & Generic,Healthcare,41378099200,BSE
SENSEX1,Unknown,Unknown,Unknown,0,BSE
NIRAJ,Niraj Cement Structurals Limited,Engineering & Construction,Industrials,2512517120,BSE
RBL,Rane Brake Lining Limited,Auto Parts,Consumer Cyclical,9221734400,BSE
RANEENGINE,Rane Engine Valve Limited,Auto Parts,Consumer Cyclical,3616506624,BSE
BAFNAPH,Unknown,Drug Manufacturers—Specialty & Generic,Healthcare,2007000448,BSE
CHLLTD,CHL Limited,Unknown,Unknown,2048011776,BSE
SEJALLTD,Unknown,Building Products & Equipment,Industrials,4116254976,BSE
ARCHIDPLY,Archidply Industries Limited,Lumber & Wood Production,Basic Materials,2492064256,BSE
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Medical Care Facilities,Healthcare,1711743360,BSE
SOMICONVEY,Unknown,Specialty Industrial Machinery,Industrials,1726315008,BSE
LGBFORGE,LGB Forge Limited,Metal Fabrication,Industrials,2353435904,BSE
LPDC,Landmark Property Development Company Limited,Real Estate Services,Real Estate,1510450176,BSE
SICAGEN,Sicagen India Limited,Unknown,Unknown,3670268416,BSE
SIMPLXMIL,Simplex Mills Company Limited,Unknown,Unknown,21726924800,BSE
SIMPLXPAP,Simplex Papers Limited,Unknown,Unknown,8792055808,BSE
20MICRONS,20 Microns Limited,Other Industrial Metals & Mining,Basic Materials,10363645952,BSE
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Auto Parts,Consumer Cyclical,305517232128,BSE
ALKALI,Alkali Metals Limited,Specialty Chemicals,Basic Materials,1254483968,BSE
ISGEC,Isgec Heavy Engineering Limited,Specialty Industrial Machinery,Industrials,102139830272,BSE
IMFA,Indian Metals and Ferro Alloys Limited,Steel,Basic Materials,38498947072,BSE
TPHQ,Teamo Productions HQ Limited,Engineering & Construction,Industrials,1512783616,BSE
VEDAVAAG,Vedavaag Systems Limited,Unknown,Unknown,1763620224,BSE
MANJEERA,Manjeera Constructions Limited,Unknown,Unknown,510342720,BSE
MOLDTKPAC,Mold-Tek Packaging Limited,Packaging & Containers,Consumer Cyclical,25469952000,BSE
MHRIL,Mahindra Holidays & Resorts India Limited,Resorts & Casinos,Consumer Cyclical,80307077120,BSE
EXCEL,Excel Realty N Infra Limited,Conglomerates,Industrials,1058025024,BSE
ROML,Unknown,Packaged Foods,Consumer Defensive,823479168,BSE
BENGALASM,Bengal & Assam Company Limited,Unknown,Unknown,104221360128,BSE
ADANIPOWER,Adani Power Limited,Utilities—Independent Power Producers,Utilities,2520124751872,BSE
NHPC,NHPC Limited,Utilities—Renewable,Utilities,954576338944,BSE
SURYAAMBA,Suryaamba Spinning Mills Limited,Unknown,Unknown,467644416,BSE
GLOBUSSPR,Globus Spirits Limited,Beverages—Wineries & Distilleries,Consumer Defensive,35293982720,BSE
OIL,Oil India Limited,Oil & Gas Integrated,Energy,925947789312,BSE
BTTL,Bhilwara Technical Textiles Limited,Unknown,Unknown,3055258624,BSE
SPSL,Shree Precoated Steels Limited,Unknown,Unknown,82259816,BSE
EXPLEOSOL,Expleo Solutions Limited,Information Technology Services,Technology,20133707776,BSE
RTNPOWER,RattanIndia Power Limited,Utilities—Renewable,Utilities,86512476160,BSE
DEN,DEN Networks Limited,Entertainment,Communication Services,26164920320,BSE
ASTEC,Astec LifeSciences Limited,Agricultural Inputs,Basic Materials,23344353280,BSE
DLINKINDIA,D-Link (India) Limited,Communication Equipment,Technology,22371573760,BSE
JSWENERGY,JSW Energy Limited,Utilities—Independent Power Producers,Utilities,1262073806848,BSE
YUNIKM,Unknown,Unknown,Unknown,0,BSE
GODREJPROP,Godrej Properties Limited,Real Estate—Development,Real Estate,905926017024,BSE
DBCORP,D. B. Corp Limited,Publishing,Communication Services,59629146112,BSE
MBLINFRA,MBL Infrastructures Limited,Engineering & Construction,Industrials,7351759360,BSE
JUBLFOOD,Jubilant FoodWorks Limited,Restaurants,Consumer Cyclical,433326030848,BSE
VASCONEQ,Vascon Engineers Limited,Engineering & Construction,Industrials,14030102528,BSE
THANGAMAYL,Thangamayil Jewellery Limited,Luxury Goods,Consumer Cyclical,67794030592,BSE
DBREALTY,Valor Estate Limited,Real Estate—Development,Real Estate,101323038720,BSE
EMMBI,Emmbi Industries Limited,Packaging & Containers,Consumer Cyclical,2378447360,BSE
HATHWAY,Hathway Cable and Datacom Limited,Entertainment,Communication Services,37012901888,BSE
ARSSINFRA,ARSS Infrastructure Projects Limited,Infrastructure Operations,Industrials,495688384,BSE
TEXMOPIPES,Texmo Pipes and Products Limited,Building Products & Equipment,Industrials,2177946880,BSE
SUNDARAM,Sundaram Multi Pap Limited,Paper & Paper Products,Basic Materials,1388462592,BSE
ROSSELLIND,Rossell India Limited,Conglomerates,Industrials,4382218240,BSE
MANINFRA,Man Infraconstruction Limited,Engineering & Construction,Industrials,71236780032,BSE
TAMBOLIIN,Unknown,Unknown,Unknown,0,BSE
IL&FSTRANS,IL&FS Transportation Networks Limited,Infrastructure Operations,Industrials,1838886400,BSE
PERSISTENT,Persistent Systems Limited,Information Technology Services,Technology,835938091008,BSE
ISFT,IntraSoft Technologies Limited,Internet Retail,Consumer Cyclical,2567955456,BSE
KCPSUGIND,K.C.P. Sugar and Industries Corporation Limited,Confectioners,Consumer Defensive,6373370880,BSE
KECL,Kirloskar Electric Company Limited,Specialty Industrial Machinery,Industrials,13133387776,BSE
SATCH,Unknown,Unknown,Unknown,0,BSE
TARAPUR,Tarapur Transformers Limited,Specialty Industrial Machinery,Industrials,378300000,BSE
SJVN,SJVN Limited,Utilities—Renewable,Utilities,514174812160,BSE
EMAMIPAP,Emami Paper Mills Limited,Unknown,Unknown,6951335424,BSE
KRITINUT,Kriti Nutrients Limited,Packaged Foods,Consumer Defensive,7189852160,BSE
GKB,GKB Ophthalmics Limited,Unknown,Unknown,525984512,BSE
HMVL,Hindustan Media Ventures Limited,Publishing,Communication Services,7297811456,BSE
EMAMIREAL,Emami Realty Limited,Real Estate—Development,Real Estate,4317989888,BSE
AHLEAST,Asian Hotels (East) Limited,Lodging,Consumer Cyclical,2911922176,BSE
BAJAJCON,Bajaj Consumer Care Limited,Household & Personal Products,Consumer Defensive,33945143296,BSE
PRAKASHSTL,Prakash Steelage Limited,Steel,Basic Materials,1629250048,BSE
GPPL,Gujarat Pipavav Port Limited,Marine Shipping,Industrials,105244884992,BSE
WELINV,Welspun Investments and Commercials Limited,Capital Markets,Financial Services,3756074752,BSE
SASTASUNDR,Sastasundar Ventures Limited,Pharmaceutical Retailers,Healthcare,9601999872,BSE
CAREERP,Career Point Limited,Conglomerates,Industrials,9149209600,BSE
EROSMEDIA,Eros International Media Limited,Entertainment,Communication Services,2189718784,BSE
RAMKY,Ramky Infrastructure Limited,Engineering & Construction,Industrials,46729273344,BSE
GREENPOWER,Orient Green Power Company Limited,Utilities—Independent Power Producers,Utilities,24328642560,BSE
CANTABIL,Cantabil Retail India Limited,Apparel Manufacturing,Consumer Cyclical,20114939904,BSE
SEATV,Sea TV Network Limited,Unknown,Unknown,144240000,BSE
WABAG,VA Tech Wabag Limited,Engineering & Construction,Industrials,95984664576,BSE
BEDMUTHA,Bedmutha Industries Limited,Steel,Basic Materials,6910927360,BSE
ASHOKA,Ashoka Buildcon Limited,Engineering & Construction,Industrials,66461171712,BSE
JWL,Jupiter Wagons Limited,Railroads,Industrials,218213187584,BSE
OBEROIRLTY,Oberoi Realty Limited,Real Estate—Development,Real Estate,686316912640,BSE
PRESTIGE,Prestige Estates Projects Limited,Real Estate—Diversified,Real Estate,781839564800,BSE
SHAH,Shah Metacorp Limited,Steel,Basic Materials,2982882816,BSE
COALINDIA,Coal India Limited,Thermal Coal,Energy,3133746970624,BSE
GRAVITA,Gravita India Limited,Metal Fabrication,Industrials,167699824640,BSE
RPPINFRA,R.P.P. Infra Projects Limited,Engineering & Construction,Industrials,9558547456,BSE
RDBRIL,RDB Realty & Infrastructure Limited,Unknown,Unknown,6749167616,BSE
MOIL,MOIL Limited,Other Industrial Metals & Mining,Basic Materials,82655608832,BSE
ZEELEARN,Zee Learn Limited,Education & Training Services,Consumer Defensive,3056421376,BSE
KTIL,Kesar Terminals & Infrastructure Limited,Unknown,Unknown,1027091008,BSE
A2ZINFRA,A2Z Infra Engineering Limited,Engineering & Construction,Industrials,3089145088,BSE
KIRLOSENG,Kirloskar Oil Engines Limited,Specialty Industrial Machinery,Industrials,172553994240,BSE
RKDL,Ravi Kumar Distilleries Limited,Beverages—Wineries & Distilleries,Consumer Defensive,684000640,BSE
PSB,Punjab & Sind Bank,Banks—Regional,Financial Services,371558449152,BSE
FMNL,Future Market Networks Limited,Real Estate Services,Real Estate,566236928,BSE
SURANASOL,Surana Solar Limited,Solar,Technology,3064587008,BSE
SHEKHAWATI,Shekhawati Industries Limited,Textile Manufacturing,Consumer Cyclical,1746250240,BSE
KICL,Kalyani Investment Company Limited,Asset Management,Financial Services,27994515456,BSE
BFINVEST,BF Investment Limited,Asset Management,Financial Services,23433013248,BSE
SUMMITSEC,Summit Securities Limited,Capital Markets,Financial Services,30721271808,BSE
INOVSYNTH,Innovassynth Investments Limited,Unknown,Unknown,2159527936,BSE
STEL,STEL Holdings Limited,Farm Products,Consumer Defensive,10385776640,BSE
OMKARCHEM,Omkar Speciality Chemicals Limited,Specialty Chemicals,Basic Materials,184584672,BSE
JUBLINDS,Jubilant Industries Limited,Specialty Chemicals,Basic Materials,24846401536,BSE
TEXRAIL,Texmaco Rail & Engineering Limited,Railroads,Industrials,84027883520,BSE
INDTERRAIN,Indian Terrain Fashions Limited,Apparel Manufacturing,Consumer Cyclical,2475020288,BSE
FCL,Fineotex Chemical Limited,Specialty Chemicals,Basic Materials,48408829952,BSE
DHUNINV,Dhunseri Investments Limited,Capital Markets,Financial Services,14753956864,BSE
ZENTEC,Zen Technologies Limited,Aerospace & Defense,Industrials,153440468992,BSE
LOVABLE,Lovable Lingerie Limited,Apparel Manufacturing,Consumer Cyclical,2141559936,BSE
PFS,PTC India Financial Services Limited,Credit Services,Financial Services,31921465344,BSE
MUTHOOTFIN,Muthoot Finance Limited,Credit Services,Financial Services,785102995456,BSE
CNOVAPETRO,CIL Nova Petrochemicals Limited,Unknown,Unknown,1895448576,BSE
VMS,VMS Industries Limited,Unknown,Unknown,852663168,BSE
KARMAENG,Karma Energy Limited,Utilities—Renewable,Utilities,871907648,BSE
